Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
angkat tangan jgn bergerak  ciyus  cumpah  miapa lucu,0,0,0,0,0,0,0,0,0,0,0,0
  apa yg dilakukan o rezim pemerintah sekarang mmg perlu mendapat apresiasi di sisi lain ada beberapa pekerjaan rumah yang perlu di selesaikan semoga di periode ke  bisa di tingkatkan pak dhe harus berani u membenahi pr,0,0,0,0,0,0,0,0,0,0,0,0
saya mengajak agar para ulama mendinginkan situasi menyejukkan situasi ungkap presiden jokowi ,0,0,0,0,0,0,0,0,0,0,0,0
saya bkn ahli ekonomi tapi pernah denger kalo cetak banyak uang malah membuat inflasi dan rupiah harga cetaknya sesuai nominalnya kok bisa admin  berstatement sperti itu mohon koreksi kalau salah,0,0,0,0,0,0,0,0,0,0,0,0
 ngakakngatain diri sendiri noob wkwk eh btw lu out dari ena bang,0,0,0,0,0,0,0,0,0,0,0,0
kali ini saya angkat jempol sama   bukan pada soal isi pernyataannya melainkan pada tindakannya yang bisa jadi aksi test the water dengan begini ketahuan mana pembela agama sejati dan mana yang abalabal yang mendukung pernyataan ,0,0,0,0,0,0,0,0,0,0,0,0
mau marah tp kok kasian sm yg udh kerja keras tnpa bacot tp kalo didiemin yg kerja keras banyak bacot mlh tmbh bau mulutnya,1,1,1,0,0,0,1,0,0,1,0,0
oh ya lupa trimakasih banyak pak sejak bpk jdi presiden barulah jalan negara di tempat kami terjamah aspal mulus pos lintas batas ngk malumaluin lgi serasa sdh berada di surga pak,0,0,0,0,0,0,0,0,0,0,0,0
cont mendekati phoebe dengan tatapanxexxentah lah keanu tidak merasa terintimidasi hanya saja terlalu tidak ramah untuk orang asing yang baru bertemu sementara ilya yang berada di gendongan nya pun ia hadapan kan ke depan tangan mungil nya,0,0,0,0,0,0,0,0,0,0,0,0
  suruh si munawar itu mimik kencing ontanmunawar yg munafik,1,1,1,0,0,0,0,0,1,1,0,0
 bisatapi harus siap dikatain kafir komunis antek asing dsb,0,0,0,0,0,0,0,0,0,0,0,0
  ngrebut saham utang lagiutang lagitukang tipu duit utangan trus dipakai utk pencitraan soplak bener rezim ini,1,1,1,0,0,0,0,0,1,1,0,0
 oh scamming ya urus lah bego orang lu butuh,1,1,1,0,0,0,0,0,1,1,0,0
orang yg sering tertawa belum tentu gila dan orang yg ga pernah tertawa belum tentu waras,0,0,0,0,0,0,0,0,0,0,0,0
 tangkap dan bunuh saja itu bajinganprcma klo ngarep ama penegak hukum,0,1,0,0,0,0,0,0,0,0,0,0
 eeh bang perek baru keliatanxfxfxxxfxfxx,0,1,0,0,0,0,0,0,0,0,0,0
 iya game yg diangkat pilem yg bagus apa cb assassins creed kacrut jg resident evil mgkn oke,1,1,0,1,0,0,0,0,1,0,1,0
tak pasal keluar perkataan babi bila baca last tweet xfxfxxad url,0,1,0,0,0,0,0,0,0,0,0,0
  dan sy yakin anis menang di gurun pasir bnyak onta nya,1,1,1,0,0,0,0,0,1,1,0,0
 jancuk,0,1,0,0,0,0,0,0,0,0,0,0
 si dongo dah numpang makan ma rakyat kerjanya cuma bisa nyinyir,1,1,1,0,0,0,0,0,1,1,0,0
 iya sih tapi sampe emak ku bilang ketawa nya kayak kunti,0,0,0,0,0,0,0,0,0,0,0,0
yang patut ditunggu oleh kita semua nnbani hoax mulai membangun ahok seperti nelson mandelannpertanyaan memalukannya selanjutnya adalah apakah ahok ditahan di lp seperti mandelannmandela itu pahlawan sementara ahok itu pemimpin yg suka marah d,1,0,0,1,0,0,0,0,1,0,1,0
 basmi dulu punya lu malah merhatiin org lain si onta ,1,1,1,0,0,0,0,0,1,1,0,0
ganyang pki itu kewajiban dalam menjaga nkri n pancasila url,1,0,0,1,0,1,0,0,0,0,0,1
 keren amat warteg pake taplak mejanya,0,0,0,0,0,0,0,0,0,0,0,0
 emang dipikirnya ada agama asli indonesia  islam impor kristen impor hindu impor budha impor yahudi impor bahkan komunisme pun impor yg gak impor itu aliran animisme dan dinamisme mau dipelihara lg aliran jahiliyah itu x ya ,1,0,1,0,1,0,0,0,0,1,0,0
      anjir mikirnya ngocok ya ,0,1,0,0,0,0,0,0,0,0,0,0
 sma ku dulu negeri dan termasuk yg favorit jadi favorit buat yg minoritas karena ga jadi minoritas di sana  yg muslim amp kristenkatolik di kelasku malah masing sepertiga ga tahu sekarang masih gituga,0,0,0,0,0,0,0,0,0,0,0,0
seni budaya,0,0,0,0,0,0,0,0,0,0,0,0
   yg jelas krn bukan orgnya ahok atau p jokowi dianggap bkan menghina islam tp cuma kepeleset lidah saja itulah kalau bela agama cuma diniatkan menghajar lawan politik agama ko jd alat transaksipolitik memal,1,0,1,0,1,0,0,0,0,1,0,0
 kuda keknya bukan onta wkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
dasar jd cina kok goblok mau aja bayarin kucing gembrot model gtuan,1,1,1,0,0,1,0,0,0,1,0,0
seandainya hari ini kita membiarkan penyakit berkudis ini bertapak maka sedikit demi sedikit ia akan menjadi barah yang tidak mampu diubati kata pu amin nnutusanmalaysia utusanonline url,0,0,0,0,0,0,0,0,0,0,0,0
  halo kebetulan skripsiku dulu ttg transgender jg coba aja kamu cari ttg website suara kita untuk lgbt jakarta kalau km ke yogya km bisa coba ke lsm kebaya good luck,0,0,0,0,0,0,0,0,0,0,0,0
 dah kau tanya aku jawab lah hahahaha dah tu kau ingat aku bisu tau orang bisu romen macam mana tapi aku rasa banyak guna tangan lah nak apa tunjuk je macam beli kuih raya xfxfxxxfxfxax,0,0,0,0,0,0,0,0,0,0,0,0
even dia ustaz berserban berjubah putih tapi kalau drive macam celaka dia tetap tergolong dalam golongan babi ya anak anak,1,1,1,0,1,0,0,0,0,1,0,0
serba mendadak  mendapat peci  mendadak dekat ulama mendadak singgah pesantren  mendadak mirip sahabah nabi  kitab suci fiksi mendadak bela islam  baper salah tempat     kemane aje ,0,0,0,0,0,0,0,0,0,0,0,0
media oposisi sebaiknya jokowi mundur itu lebih negarawan url,1,0,1,0,0,0,0,0,1,1,0,0
siappppsbtlnye ga nunggu  lbh cpt lbh baik jokowi kita lengserkansblm negeri ini kacau balau,1,0,1,0,0,0,0,0,1,0,0,1
 contohnya kalau kita lihat bayi yg baru lahir ada yg cacat ada yg dilahirkan dlm keadaan x sempurna mcm bayi lain adakah tu tanda allah zalim pada hambanya tidak allah tahu apa yg kita x tau sabarlah dgn ujian allah,0,0,0,0,0,0,0,0,0,0,0,0
 gw ni aslinya geblek kalo suruh kasih saran sama kritik asli dh xfxfxxadnnso far baguss cukup bikin penasaran tapi gw ngerasa kayak cepet banget gitu mungkin u kudu sedikit nambah narasi kali ya,0,1,0,0,0,0,0,0,0,0,0,0
 duh kok kesannya insensitive gt yaaa sis xfxfxaxaxfxfxfxbbxexxdxexxxefxbxf gr gr bom tempo hari asosiasi cadar makin negatif eh saiki ketambahan iki xfxfxaxaxfxfxfxbbxexxdxexx,0,0,0,0,0,0,0,0,0,0,0,0
       ini pasti kerjaan bani tembluk yg stres akibat jagonya nyungsep di jabar jateng dan jatim,1,1,0,1,0,0,0,0,1,0,1,0
sinergitas dalam penangulangi terorisme bnpt datangi polda bali  dalam rangka menyukseskan pilkada serentak  dan tahapan pemilu  di wilayah provinsi bali badan nasional penanggulangan terorisme bnpt datangi,0,0,0,0,0,0,0,0,0,0,0,0
   men mensip kalian uhuwww ga kerasa mw brojol iya semoga langgeng jgn tengkar kaya bom bom car semoga menjadi panutan q yg baiq dah gubya mwaaaa xexdxa,0,0,0,0,0,0,0,0,0,0,0,0
di wayang golek semar dan keluarga mereka selalu di hina oleh dorna dan orang yang tidak suka terhadap mereka tapi semar dan keluarga selalu memaafkan perbuatan mereka sebelum mereka meminta maaf langsung,0,0,0,0,0,0,0,0,0,0,0,0
matanajwadebatjakarta si cina babi ahok bloon banget sok pinter banget lagi asal bukan ahok,1,1,1,0,0,1,0,0,0,1,0,0
 susu kntl manis  susu kental manis ,0,0,0,0,0,0,0,0,0,0,0,0
 cebong norak memang,1,1,0,1,0,0,0,0,1,0,1,0
  memahami hadits jgn sepotong ntar mulutnya bau pesing  pelajari awal mula kenapa itu ada hadits air kencing onta ,1,1,1,0,1,0,0,0,0,1,0,0
ups udh  x ngentod tp kontol q ini kk msih ngaceng lgi y,0,1,0,0,0,0,0,0,0,0,0,0
abis kerja pkl  sampai sekarang tk blk rmh nasib bujang kalau dah kawin mampus bini aku sangsi kata aku tido rmh bini no  haha,0,1,0,0,0,0,0,0,0,0,0,0
  aku benci dengan rasa cemburu dia seringkali secara bajingan mengoyakngoyak isi hati yang tadinya sedang baikbaik sxexxa,0,1,0,0,0,0,0,0,0,0,0,0
 biar edan lil xfxfxxxfxfxxxfxfxxxfxfxx,0,1,0,0,0,0,0,0,0,0,0,0
 malam bloon sama aje lu juga salah wkwk,1,1,1,0,0,0,0,0,1,1,0,0
kecewa tapi bisu,0,0,0,0,0,0,0,0,0,0,0,0
pas ditegur duluan baru deh ngeh itupun matanya harus pake di sipit sipitin dulu buat menerka nerka siapa yaa ini yang negurxfxfxx wkwk,0,0,0,0,0,0,0,0,0,0,0,0
  tae ucink siapa yg sirikxfxfxxaxfxfxxannemang mo gangguin kaleannndiem lu coeg,1,1,1,0,0,0,0,0,1,1,0,0
 rajin sholat amp berhijab itu hukumnya wajibnkita gatau kenapa dia jadi lesbi mungkin dia punya alasan tersendiri yang bikin dia kayak gitu dan orang lain gabisa paham perasaan tetap perasaan jadi yang bisa memandang dia cuma allah bukan,0,0,0,0,0,0,0,0,0,0,0,0
solo  sby  jam katrok bin udik soalnya lbh parah dari  thn yll,0,1,0,0,0,0,0,0,0,0,0,0
 hancurkan pdipbeserta antek nyakumpulan kafirun munafikun,1,1,0,1,1,0,0,0,0,0,0,1
mana para babi ahok yg ngejek onta biar di injek ama onta,1,1,0,1,0,0,0,0,1,0,1,0
presiden joko widodo resmi mencabut  proyek dari daftar proyek strategis nasional psn ini alasannya,0,0,0,0,0,0,0,0,0,0,0,0
 ini orang mengatasnamakan muslim tp picik nya koq spt yahudi,1,1,1,0,1,0,0,0,0,1,0,0
    anda lebih tolol,1,1,1,0,0,0,0,0,1,1,0,0
  ngewe di pantai kayaknya enak bro      gayvid gaylokal ngentotxexxa,0,1,0,0,0,0,0,0,0,0,0,0
menjelang pilkada anggota polsek tegalrejo polres magelang sambangdds pada tokoh agama serta,0,0,0,0,0,0,0,0,0,0,0,0
anjir ini mati listrik sepulau namanya euy,0,1,0,0,0,0,0,0,0,0,0,0
budaya sunda bikin mahasiswa asing jatuh cinta,0,0,0,0,0,0,0,0,0,0,0,0
  pada akhirnya si orang pintar yg jadi gila ini mati matinya kapan  dia mati bersamaan dengan langkah akhir yg ketuaxexxa,0,0,0,0,0,0,0,0,0,0,0,0
  rakyat lebih paham hoax nya golongan kampret rakyat paham krja pemerintah dasar sampah lu,1,1,1,0,0,0,0,0,1,1,0,0
  brisik ini jablay nya jos,0,1,0,0,0,0,0,0,0,0,0,0
  mending loe beritain mentri joko atau jokowi nya yg mundur krn gagal hadirkan pemerintah yg berkualitas minimal ber iq,1,0,1,0,0,0,0,0,1,1,0,0
  emangnya sblm tahun  wilayah palestina itu kosong apa palestina itu sebelumnya adl salah satu propinsi kekhalifahan turki ustmani turki hancur krn persekongkolan yahudi yg mendukung pemberontakan kemal attaturk secara d,0,0,0,0,0,0,0,0,0,0,0,0
 untuk gubernur dki yg terhormat saya kasih saran tolong bwt tpa sampah jgn banyakin apartemenrumah palagi mall,0,0,0,0,0,0,0,0,0,0,0,0
brengsek boyfriend sekali aku ga kuat,1,1,1,0,0,0,0,0,1,1,0,0
 awalnya pasti mikir enggak kok enggak cuma sekedar bacaan aja kannntapi sadar gasadar sih kita disadarin buat nerima lgbt dari bacaan ff itu setelah itu kita mudah ngeimajinasiin bias dengan other bias bxb yahhhh begitu deh pokoknya,0,0,0,0,0,0,0,0,0,0,0,0
 cuma di rezim ini smua halal gegara duitnrasa malu pejabat pd putus kek nyankadang uda keciduk blunder mlh nabrak hukum yg dibuat sendiri parah ni rezim,1,0,0,1,0,0,0,0,1,0,1,0
 kenapa ga pake renpel taplak meja prasmanan aja biar jadi seksi konsumsi,0,0,0,0,0,0,0,0,0,0,0,0
 emang kapan tuhan pernah ikut pilgub sama lari ke arab ya congnelo udah bencong otak idiot pula hina banget idup lo ya cong,1,1,1,0,0,0,1,1,0,1,0,0
dprdnya akan sibuk terima suap lagi dari para kandidat dan parpol pendukung bukankah dulu kita pilkada langsung untuk menghapus ini,0,0,0,0,0,0,0,0,0,0,0,0
 gpp lah gua jg lagi masa masanya noob ini jd gapapa g,0,0,0,0,0,0,0,0,0,0,0,0
 padahal shua cuma saudara jauhnya kunti loh oppa ,0,0,0,0,0,0,0,0,0,0,0,0
  bocah smp jaman now colmek sampe becek nnbahancoli memek colmek colokmemek jembut memekbecek url,0,1,0,0,0,0,0,0,0,0,0,0
edan yang retweet  d,0,1,0,0,0,0,0,0,0,0,0,0
ganyang pki peramg terbuka generasi pki dg ummat islam,1,0,0,1,0,1,0,0,0,0,0,1
kader  ada yg fitnah jokowi sbg antek komunis contoh  jd tau siapa yg mainkan isu pki,1,0,1,0,0,0,0,0,1,1,0,0
 apaan sih bego namanya juga internet hadeh goblog,1,1,1,0,0,0,0,0,1,1,0,0
 jangan kasih kendorkalau bisa bubarkan sekalian tu ormas ehh itu pemimpinya beneran umroh apa jadi tki sih,1,0,0,1,1,0,0,0,0,0,1,0
cinta itu kuncixa d hati njika kau benar mencintai hormati dan sayangi nbaxak atw sedikit cacat yg d miliki pasangan sebisa mungkin d tutupi nbertengkar itu biasa tp jgn dijadikan api dlm sekam selalu bersyukur atas apa yg d terimaxfx,0,0,0,0,0,0,0,0,0,0,0,0
 ikr udah tau picek pun masih selpi xfxfxxadxfxfxxad,1,1,1,0,0,0,1,0,0,1,0,0
 lu kata titittititnya lagi tamasya tae ah ,0,1,0,0,0,0,0,0,0,0,0,0
   mantapkemajuan yg luar binasansalam cebong mania,0,1,0,0,0,0,0,0,0,0,0,0
pets khususnya kucing dan anjing ini memang longstream niche dari dulu sampai kapanpun salah satu pendapatan affiliate amazon terbesar adalah dari niche kucing dan anjing jualan pakan dan asesoris,0,0,0,0,0,0,0,0,0,0,0,0
 eh ngentod gakusah ngegas,1,1,1,0,0,0,0,1,0,1,0,0
  ruhut prabowo kebelet mau nyapres jadi asal komentar url,1,0,1,0,0,0,0,0,1,1,0,0
kereta bandara tuh tai bgt ga si ganggu jadwal krl,1,1,0,1,0,0,0,0,1,0,1,0
  koruptor selalu di lindungi kpk selalu mau di bubarkan mau di bawa kemana negara ini pemerintah nya banyak koruptor,1,0,0,1,0,0,0,0,1,0,1,0
berita baru gubernur banten  eksplorasi panasbumi batu kuwung jalan terus telah diterbitkan di pabumnews ,0,0,0,0,0,0,0,0,0,0,0,0
baiklah anak putri langit yang bisu karena langit biru milik robot penyair,0,0,0,0,0,0,0,0,0,0,0,0
 dlu jaman aku kuliah ada menu dr ampas tahu ga enak di magelang dimasak apa mz,0,0,0,0,0,0,0,0,0,0,0,0
  cebong dongo notak jongkok,1,1,1,0,0,0,0,0,1,1,0,0
dari zaman dahulu org munafik selalu bekerjasama dg org kafir utk meruntuhkan islam sekarang pun demikian,0,0,0,0,0,0,0,0,0,0,0,0
penggusuran paksa adalah pelanggaran berat ham terutama dari hak ekonomisosialbudaya dimana disitu ada hak atas hunian layak  lalu apa hubungannya dengan kasus pak novel baswedan  hamhunianlayak,0,0,0,0,0,0,0,0,0,0,0,0
  kalo di transformer biasanya mobil berubah jd robot kalo unbk biasanya orang pinter berubah jd haji bolot,0,0,0,0,0,0,0,0,0,0,0,0
  saya kirain ada orang yg bisa spi ke bulan naik ontansetau saya usa amp yahudi kebanyakan pake otak bukan pake ontaxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
        njing loe komen ngapain loe mention cebong budug cemen loe njing ,1,1,1,0,0,0,0,0,1,1,0,0
                hrs dwaspadai atas nama ham tpi berujung k,0,0,0,0,0,0,0,0,0,0,0,0
 bangad kebaca bangsad,0,1,0,0,0,0,0,0,0,0,0,0
oh paham xfxfxxnitu cewek bercadar ingat cerita ini kali yak nsaya kasih tau ini cerita cuma ngasih minum anjing bukan melihara anjing elu paham kgak dasar banci  aslinya cowok nyamar jadi cwek bercadar url,1,1,1,0,0,0,0,1,0,1,0,0
 status kafir kan relatif tergantung ditinjau dari sudut yg mana santai saja,0,0,0,0,0,0,0,0,0,0,0,0
desa atau udik menurut definisi universal adalah sebuah aglomerasi permukiman di area perdesaan rural di indonesia,0,0,0,0,0,0,0,0,0,0,0,0
 takut salah fokus kayak yang terjadi sekarangnkatay  rbu lapangan kerja ternyata buat asengxfxfxxaxfxfxxaxfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
 wah kirain mau diajarin sama kamu kayanua kamu juga gatau budaya palembang yaudah aku search dlu  ,0,0,0,0,0,0,0,0,0,0,0,0
giliran butuh sok ngebaikbaikin giliran gak butuh diemdiem ngejelekin setan ,1,1,1,0,0,0,0,0,1,1,0,0
     gw ga mau kasih info ama awardee beasiswa aseng tar dibocorin di aussie,0,0,0,0,0,0,0,0,0,0,0,0
undur undur fc mah culun ngaku nya team hebat tapi lawan persib aja minta di undur hahahahaha fuck jokodri,1,1,0,1,0,0,0,0,1,0,1,0
 semarang kaline buteknsing disayang mripate picek,1,1,1,0,0,0,1,0,0,1,0,0
ada foto asma dewi dan aniessandi ruhut sudah terang benderang url ibu ini yg teriakteriak bunuh ahok,1,0,1,0,0,0,0,0,1,1,0,0
   harus masuk dlu nikmati penjara nanak alay modar dah loe,1,1,1,0,0,0,0,0,1,1,0,0
 wadaauuuwwww woii kalem woiisabar sabar nunggu setahun maning gegara si sifit keparat yg kebal hukumemosi rakyat jadi tak trkendalijejangan ini bagian dr strategi mrk,1,1,1,0,0,1,0,0,0,1,0,0
xexxcdaripada suapan terakhir makanan selezat apapun atau diejek gendut aku lebih tidak bisa memaafkanmu kalau kau menghina sahabatku xexxd chouji akimichi,0,0,0,0,0,0,0,0,0,0,0,0
president threshold   adalah penzaliman demokrasinpembatasan calon bukan pada threshold   tapi pembatasan pada layak tidaknya seorang mencalonkan diri ada pada integritas calon kemampuan ketatanegaraan bukan antek asing dan aseng dstx,0,0,0,0,0,0,0,0,0,0,0,0
  banyak penipu tai  gw sumpahin gk bakal berkah hidup lo anjing,1,1,0,1,0,0,0,0,1,0,1,0
  sudah la babi  perangai pun babixfxfxxxfxfxx url,1,1,1,0,0,0,0,0,1,1,0,0
 anak baek sama culun beda tipis dan ,0,0,0,0,0,0,0,0,0,0,0,0
kangen smasa bajingan ,0,1,0,0,0,0,0,0,0,0,0,0
dia akan berusaha menghindari perbuatan tercela seperti korupsi kolusi nepotisme kejahatan dan perbuatan negatif lainnyanntidak seperti rezim pengusaha sekarang ininnhehe,1,0,0,1,0,0,0,0,1,0,1,0
alquran petunjuk untuk orang muttaqien bukan untuk memakimaki orangorang yang jelas ingkar kafir dan musyrik,0,0,0,0,0,0,0,0,0,0,0,0
segera usir cina cina dari indonesia saatnya indonesia berkuasa dan bebas dari penjajahan,1,0,0,1,0,1,0,0,0,0,0,1
 intinya dia bacot,1,1,1,0,0,0,0,0,1,1,0,0
 aku sbnrnya antek antek nya jg wkwkwk tp malu mau ngehype wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
 onta gw pakek nos mbak  jam nyampek kok tenang aja,0,0,0,0,0,0,0,0,0,0,0,0
jokowi pamer dungu di ranah publik itu kuar biasa url,1,1,1,0,0,0,0,0,1,1,0,0
  berenti y ewe dunia tidak selucu itu,0,0,0,0,0,0,0,0,0,0,0,0
 kemaren gubernur pilihan umat impor bawang dari cina kok ga ada yg teriakin antek aseng,0,0,0,0,0,0,0,0,0,0,0,0
ciri khas cebong yg melekatkalah data faktalangsung otak porno nga keluar gantipresiden presidenbaru asalbukanjokowi,1,1,1,0,0,0,0,1,0,1,0,0
 maka bersabarlah kamu untuk melaksanakan ketetapan tuhanmu dan janganlah kamu ikuti orang yang berdosa dan orang yang kafir di antar mereka,0,0,0,0,0,0,0,0,0,0,0,0
   korelasi sama hindubudha lebih dulu masuk ke nusantara apa ya maafsaya kurang paham dengan alur otak kaum cebong,1,1,0,1,0,0,0,0,1,0,1,0
  kenapa kekuatan  digembosi oleh rejim karena mereka takut gantipresiden tidak bs merampok kekayaan ri dan takut akan kebangkitan bangsa ini menjadi bangsa yg berdaulat makmur amp kuat di bawah kepemimpinan,1,0,0,1,0,0,0,0,1,0,1,0
 hal yg mustahil rezim sekarang berani melakukannya,0,0,0,0,0,0,0,0,0,0,0,0
ini setelah terjadi tarikulur terkait beda pandangan soal definisi terorisme antara satu fraksi dengan fraksi lainnya di dpr,0,0,0,0,0,0,0,0,0,0,0,0
bati nonton bola angin masuk euy,0,0,0,0,0,0,0,0,0,0,0,0
pilihanya cuma   stop karna g cukup dana atau lanjut dengan cara hutang dan uangnya entah kemana,0,0,0,0,0,0,0,0,0,0,0,0
  terlalu membabi buta tito membela jokowi sehingga pungli dilingkungan kepolisian mulai menggeliat tidak disadari,1,0,1,0,0,0,0,0,1,1,0,0
help desk terpadu kpu ri siap membantu anda dlm penyelenggaraan pilkada  amp pemilu   utk konsultasi silakan hubungi    atau dtng lgsg ke ruang help desk lt kpu ri jl imam bonjol no jakarta  seninjumat pukul ,0,0,0,0,0,0,0,0,0,0,0,0
 gw kan un milih sosiologi ya fi tp masa di sekolah pemantapannya semua matapelajaran ips harus diikutin kan rada bangke ,0,1,0,0,0,0,0,0,0,0,0,0
masuk atm ngelihat ada kondom jatuh entah milik siapa mungkin si empunya buru udah ngempet eue tapi lupa gak bawa uang ehe nrealbo realava,0,1,0,0,0,0,0,0,0,0,0,0
    kampret tololnorang kayak lo tu paling susah kagak ngertinlo kalo copas gitu yg lkp males gwe bahasnya terlalu sering nyodorin kok copas gbr tanpa tau dr mana sumber nya payah,1,1,1,0,0,0,0,0,1,1,0,0
  manusia sinting url,1,1,1,0,0,0,1,0,0,1,0,0
biadab teroris budha myanmar bakar alquran,1,1,0,1,1,1,0,0,0,0,1,0
     primata ngga tau diri eh embrio cebong elo ma keluarga lo kalo ada suratnya lengkap gw bayarineh tolol hidup itu jngan cuma mikirin diri sendiri liat sekitar goblog  dungu,1,1,1,0,0,0,0,0,1,1,0,0
pak   ebih baik mundur dari jabatan presiden ,1,0,1,0,0,0,0,0,1,1,0,0
laptop aku dijangkiti virus sekali lagi babi apakah yang sedang berlaku ini,0,1,0,0,0,0,0,0,0,0,0,0
   samlekomnlu ga tidurnlgi dngerin lgunabis mandi guandari acara temenntidur lu kennntar sakit wkwkkwkwkwkwkqnkxexxa,0,0,0,0,0,0,0,0,0,0,0,0
tapi ada cara sederhana untuk mengidentifikasi para pembajak agama ini apakah ayat yg mereka suarakan mendatangkan kedamaian atau permusuhan apakah ajaran yg mereka teriakkan membuat hati jadi tenang atau membuat hati jadi panas,0,0,0,0,0,0,0,0,0,0,0,0
  jgn bacot mulu masalh tki n tka urusin aj dl loe anggotany tata kota aja gk ngerti lht tuh dki smburdul tats kotany,1,1,1,0,0,0,0,0,1,1,0,0
 mukanya kek nahan eek jack  ,1,1,1,0,0,0,0,0,1,1,0,0
liat sesama orang indo jalan kaki dipandang sebelah mata giliran ada orang asing jalan kaki di negeri sendiri takjubnya abis abisan wkwk,0,0,0,0,0,0,0,0,0,0,0,0
silahkan duduk ko kata si mba nya tidak hanya di samarinda dan di yogyakarta di palembang pun saya dipanggil koko saya yakin alasan utamanya karena mata saya memang agak sipit tapi tak apa saya cukup menikmatinya bugis banjar tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
yg bawah sendiri keren ,0,0,0,0,0,0,0,0,0,0,0,0
masyarakat mengeluhkan kinerja anies yang belum bisa mengatasi banjir menurut mereka masa kepemimpinan mantan gubernur ahok telah sukses memusnahkan banjir di jakarta berita di link berikut jp reader siapa yg lebih tanggap tangani banjir jpollin,0,0,0,0,0,0,0,0,0,0,0,0
mungkin ateis memercayai bahwa di tengah tengahnya surga dan neraka itu anget,0,0,0,0,0,0,0,0,0,0,0,0
  aku gr baru tau kemarin si banci eta trh wkwkwk,0,1,0,0,0,0,0,0,0,0,0,0
 kivlan zen ngoceh tadi siang ditransfer uang sma prabowo utk dibuat dramatis di ilc agar isu pki di msyrkt lbih mncuat lgi ilcpki,1,0,1,0,0,0,0,0,1,1,0,0
si  ini hidupnya nebeng sama cinacina pemilik  lewat jongos cina si paloh bewok,1,1,1,0,0,1,0,0,0,1,0,0
  edan gelem tak pisuhi,0,1,0,0,0,0,0,0,0,0,0,0
usir saja cina dari indonesia merusak bangsa ini url,1,0,0,1,0,1,0,0,0,0,0,1
  ketika memek becek aku harus apa,0,1,0,0,0,0,0,0,0,0,0,0
 rezim sekrng ini brupaya mncuci otak generasi kita agar mlpakn sejarahseakan bpknyalah yg hebat mlh mi d samakan dgn tuhannrezim kacang lupa kulitnya nmlh mnjdi pemuja aseng dan anjing komunis itu,0,0,0,0,0,0,0,0,0,0,0,0
pak suyanto mitra sp kur bank artha graha international  optimis bersama progpemberdayaan ini   ha padi hitam amp  ha padi putih potensi panen tiap varietas capai  tonha gabah kering  prog ini jg lestarikan tradisi masyarakat tani di jawa,0,0,0,0,0,0,0,0,0,0,0,0
setelah   tahun ga ke dokter muka d halo monika apa kabar kemana aja sudah ganti presiden brp kali nih baru ketemu,0,0,0,0,0,0,0,0,0,0,0,0
konsep sekulerdemokrasi butuh negara sekuler utk menjalankannya sepakat konsep sosialismekomunis butuh negara komunis utk implementasinya wajar aqidah amp syariat islam butuh khilafah utk menegakan amp melaksanakannya cakep,0,0,0,0,0,0,0,0,0,0,0,0
melalui sedulur ngaji semoga allah ijinkan gus ipul mbak puti jadi gubernur dan wagub jatim sedulurngajikotabatu  sedulurngajijombang jombangemerlap       ,0,0,0,0,0,0,0,0,0,0,0,0
 sama kayak papakuxfxfxxnnapa manggil mau nete,0,1,0,0,0,0,0,0,0,0,0,0
panitia kerja panja pilkada komisi ii dpr ri melakukan kunjungan kerja ke kota malang selasa kemari panja pilkada ini ingin mengetahui proses pilkada di kota malang newshighlightkbfm  source  ,0,0,0,0,0,0,0,0,0,0,0,0
 ya begini ni kwalitas kadernya buta sejarah goblok tolol tapi selalu menyalahkan pemerintah terus kalian sdh nyumbang apa trhdp bangsa  nmikir njangan jd sapi diladang cm numpang makan doang,1,1,0,1,0,0,0,0,1,0,1,0
orang jaman dulu kok tau pisang bisa ngobatin pusing xexx karena mengamati monyet tidak pernah pusing,0,0,0,0,0,0,0,0,0,0,0,0
  tim aniessandi ya perlahan bau harum terxium dari orangorang yg berkerja di tim itu dan  per  sudah mulai tercydux bener semua,1,0,0,1,0,0,0,0,1,0,1,0
 bunga bangkai ,0,0,0,0,0,0,0,0,0,0,0,0
 alay bat tai tentara macam apa lo ew banget sih emg tentara ina w malu,1,1,0,1,0,0,0,0,1,0,1,0
   bacot lu kampang,1,1,1,0,0,0,0,0,1,1,0,0
   penjilat pantat aseng,1,1,1,0,0,0,0,0,1,1,0,0
inkonsistensimu lucu,0,0,0,0,0,0,0,0,0,0,0,0
  xexxcmaju lu sini anjing  fannynnbabi lah sakit perut aku gelak xfxfxaxa url,1,1,1,0,0,0,0,0,1,1,0,0
 gue harus bilang apa anjir bagus kok,0,1,0,0,0,0,0,0,0,0,0,0
 wkwkwkwkwkkwkwkw geblek bgt,1,1,1,0,0,0,0,0,1,1,0,0
ulama abal itu gk kan pernah puas sbelom misi mereka tercapai tuk lengserkan jokowi  naekin si wowokasus ahok itu cuma perantara doang,1,0,1,0,0,0,0,0,1,1,0,0
